user_id,item_id,feature1,feature2
138140237,254186576,0.084,0.0
117916111,329283680,0.32786885245901637,0.0
116324656,67303001,0.06796116504854369,1.0
57105532,368405508,0.11818181818181818,0.0
114008857,303552604,0.4117647058823529,0.0
23442968,212054697,0.14,0.0
29881921,122844422,0.17857142857142858,0.0
25142712,139670114,0.765625,0.2
41318851,376269284,0.05714285714285714,0.0
111240351,3018435,0.5,1.0
24625325,48976143,0.08843537414965986,0.3333333333333333
113309982,381222202,0.11363636363636363,0.0
83976914,375731868,0.08495145631067962,0.0
94290427,66728841,0.043478260869565216,0.0
73427429,3920935,0.21875,0.0
132231447,128023839,1.0,0.0
5481789,279216418,0.03686635944700461,0.0
75648334,178097338,0.2493368700265252,0.0
23501761,242982274,0.05867970660146699,0.0
75377193,70535120,0.10909090909090909,0.6
11561834,141264015,0.27419354838709675,0.0
86241219,288797227,0.40714285714285714,0.0
88090767,216851668,0.047244094488188976,0.0
122131736,222428649,0.1794871794871795,0.0
119793858,92226262,0.14883720930232558,0.0
90024783,26798216,0.07547169811320754,0.0
27411600,17868574,0.1111111111111111,0.0
16864147,44284253,1.0,0.0
119938369,2971833,0.09523809523809523,0.0
52525317,220665629,0.2608695652173913,0.058823529411764705
52132931,291816693,0.23717948717948717,0.0
59688022,140493435,0.10344827586206896,0.0
8562010,61545538,0.06382978723404255,0.0
36445695,388591559,0.5666666666666667,0.0
134261042,12754595,0.25517241379310346,0.0
111497529,233553504,0.15384615384615385,0.0
81611585,381261029,0.8518518518518519,0.0
106586433,142785046,0.14285714285714285,0.0
69550262,41992285,0.0851063829787234,0.0
140780237,258610992,0.5925925925925926,0.0
139756567,19951970,0.15384615384615385,0.0
1627203,234091975,0.08176943699731903,0.0
33470115,246120781,0.05232558139534884,0.0
21322266,246600035,0.11842105263157894,0.0
85363944,88924002,0.16666666666666666,0.0
94524054,246533474,0.10067114093959731,0.0
44443335,161588940,0.09900990099009901,0.3333333333333333
141780635,136430172,0.3235294117647059,0.0
29113883,257995604,0.25,0.0
88999753,244438112,0.42158273381294964,0.2
38965513,256013269,0.21333333333333335,0.6666666666666666
88538921,137477721,0.39655172413793105,0.0
31222716,370731092,0.174496644295302,0.0
41566029,344585633,0.06690777576853527,0.0
88999753,56365225,0.42158273381294964,0.0
27298182,374537132,0.4140625,0.0
126925524,229272996,0.38461538461538464,0.0
29433147,335353184,0.24691358024691357,1.0
25756303,186439735,0.022222222222222223,0.0
20853047,218415667,0.6666666666666666,0.0
84766191,66201614,0.043478260869565216,0.0
39395202,311641056,0.4017857142857143,0.0
28190790,214178613,0.6,0.0
69246472,283112555,0.23529411764705882,0.0
46372358,173589377,0.3835616438356164,0.0
118648150,267639523,0.46153846153846156,0.0
24139240,271600793,1.0,0.0
418175,262705317,0.41304347826086957,0.0
118356281,178604863,0.0425531914893617,0.0
94076145,298511577,0.11855670103092783,0.0
132315137,172197408,0.041104899704044726,0.0
89003687,258873599,0.20967741935483872,0.0
137948981,96238559,0.5,0.0
92318081,42041806,0.3893129770992366,0.5
69938358,244571823,0.6,0.0
79395550,182166900,0.46153846153846156,0.0
84916776,340078223,0.3333333333333333,0.5
132315137,51852736,0.041104899704044726,0.0
49646570,387815272,0.1732283464566929,0.0
117044327,64787521,0.08450704225352113,0.0
15709274,289462964,0.1346153846153846,0.5
29898034,199793976,0.9473684210526315,0.0
34733798,249157642,0.13157894736842105,0.0
