user_id,item_id
116324656,67303001
25142712,139670114
111240351,3018435
75377193,70535120
38965513,256013269
29433147,335353184
92318081,42041806
84916776,340078223
15709274,289462964
19658853,289738065
87820307,187994939
9573620,8718185
118117975,370222118
46405869,264530449
82539272,63986874
24045086,338124992
81611585,169271762
84760261,96071783
86530795,101895470
75888387,69527012
82804754,391247620
122129755,314445640
33918143,287453680
106605165,333451876
139473011,237307495
89358432,49431032
36034193,47092694
1902324,362760008
33406584,224886727
82524017,203812582
48213081,298449622
78391784,22320397
117274933,286830911
108871998,132934351
16043768,193214274
38915660,15839104
64076866,377807378
57074474,175813216
80458455,55207351
117765542,184020296
134243691,61892899
6303684,16015632
52132931,28416581
20964170,50105251
103664180,184357972
100973258,55774929
90684505,8086823
78328095,54020175
99411301,289032820
136478664,168630681
96253403,69595781
116006674,134999585
101025770,77530254
85897088,72417831
46476731,215496820
112428019,395292689
47248096,168616537
74986748,130689055
90785350,361424483
48670109,202743095
70351058,131910949
3160569,152188726
101461439,331636890
88865653,370823006
87948577,147946062
43865915,179387212
88999753,317414966
26401619,184076259
132694468,394988505
105100646,342152581
31597340,98853594
71085945,51400948
46610519,239132985
94057453,350126212
9746937,397079946
126992775,61514367
96183219,234683968
21447166,109395363
99411301,107157496
72016943,300828805
74760356,77252154
104811265,320823166
18913329,402702644
115374435,203536603
41017565,74711239
13836813,32013839
33984927,51140156
95839737,158515811
13758285,4185397
99693145,402450980
94945054,83898226
27686709,261388196
138737144,13674014
141247060,328695842
25406015,324224148
108546559,75198225
99228290,157969728
11845036,304514263
1963813,316611968
115368454,15121249
51059755,158622139
120752720,35344913
16860047,105615917
128476994,114608058
42085231,278693042
25742135,363202023
134799207,173132211
89430548,55116098
37305183,130127868
87810699,222581225
129646723,165433364
7546392,374253587
21468446,218962809
15040272,292982990
98750356,126568315
21824858,328522078
127813943,144266980
139592313,37669163
100772562,388698208
112148363,106779946
46179048,216777295
70500246,193559888
33770972,49259845
64519524,396287111
29705032,351545300
4710740,56745236
40555711,393221014
59096829,370051033
127437161,400553363
81611585,327988168
109002193,361993020
75441631,48206634
88999753,299517363
16716001,333866800
67849399,269784805
16096940,162468933
123063109,222071223
17258875,290412206
15688979,221688028
88287026,244962601
21217939,97896097
33359405,362972875
128521783,49828279
142128942,167912696
125311481,384564358
122818954,24527220
28806122,306577024
128781332,73562644
77044248,335211669
7815258,317191119
47410940,133063975
83121238,138291036
116232438,170474330
55507721,9847125
84420056,53748698
87617928,300452322
79046175,34857689
87349767,357233581
14759347,226222386
52895501,55276599
15303490,72517868
18396338,203181615
88666055,218001914
29927052,256511826
58122881,208419525
93200747,41993273
116730636,313361015
11675940,84691592
107174628,312225480
6884739,273129757
75808886,234064987
23806494,131039091
25756303,227436563
37711820,233216044
39324037,178999607
122740449,32092715
27707442,274391344
10746592,131439585
63902611,62615314
66393587,154696185
78655643,264571192
132989425,32034715
117112100,393125138
79690063,364845169
127098592,345382950
111786935,237223662
107368671,349000290
52103664,177842912
83584406,218018166
21824858,31950218
2616976,399907142
81748621,104442150
22626502,390837023
103957530,260252992
125819717,116241461
56790163,395013293
46344003,73082611
44961770,267835221
81756097,125893409
99411301,168540833
113186488,188460163
40142355,33828590
62336318,172287442
127437161,82837820
132694468,186272040
122462305,90159161
81611585,157591690
57815793,99767157
89505491,184229863
94096435,321568977
132509354,333241165
74986748,231598683
117112100,283624267
78235318,240153154
128289511,127869736
77687300,76934590
38973173,274889593
84760261,348261654
60419145,56338338
83346092,387651852
8445368,42041806
62969316,212718995
20597490,102246208
116944704,351339729
1577314,193041760
137179190,197320108
114008857,255599601
34702432,112087841
97811342,180790005
50322291,360666249
135015170,139240028
37420600,164184837
70049770,246069875
57532744,116739042
32958231,334196900
76786143,74163786
45514873,337915488
135187545,300088876
61975328,74408171
5485673,7183548
19318050,369510792
104794506,36121636
137974537,283122993
68516560,358400214
77822835,49598298
42085231,301913844
23806494,98278531
113443146,3921077
17258875,379975276
86369786,55124325
88999753,8658848
88679022,247179671
86507870,147748230
16096940,322867755
33406584,262706080
14417361,336173156
20944176,34371030
20847463,186150635
21115351,251543717
40711894,286173066
108871998,312775072
88999753,80136172
44037373,216487487
45733404,202060937
94542574,326271489
68352416,286239638
41566029,95675587
137234632,181005837
90782781,188128279
87617928,312087619
123191883,389650936
41566029,251163060
24045086,184831890
126398497,252796831
77252588,242939084
89831528,181810570
60175632,181608743
9268397,391215900
5694160,108711410
73462522,402515915
60059149,218922833
47035700,212736228
71636940,391449975
106586433,140479593
62772711,153270238
75824701,9507773
17258875,13587859
45612771,125234926
103523811,264888034
129235708,88322370
12060279,252371013
87088035,156289525
109002193,173103796
5694160,136795227
65087297,355128098
136754847,341298809
112503956,83153101
26678305,377598318
30080377,292285738
45820472,168710295
90621059,53285530
88865653,216487487
107034437,372247370
108287275,137344270
54276328,304380875
79690063,68739682
87658501,356433747
83589880,138828827
45514873,126540895
81270790,150272713
95244312,310802009
1376538,233004231
44221621,188828970
99411301,49263486
101770415,198121665
74645093,55343726
14419615,245031582
121262971,320401004
129022531,111033754
49338328,293905350
105875466,205946645
132694468,302568532
77815658,266109974
49755294,162504573
26194174,232972539
129873757,96222112
120604262,356533433
88999753,193015704
29888146,210902239
42218109,208708417
13817717,38843317
17374737,152104963
119536261,71748235
18601265,38398359
57099574,53850157
742065,381670065
57834315,57507474
71251121,205723604
35254146,31216987
117674807,283821171
33217959,55261871
140909558,389579056
124390412,102082159
5485673,197297815
64519524,396643897
38487066,249971893
142204924,211878704
17665940,45602860
133968486,118818393
59660782,188601568
62969316,358364989
131554806,59029539
117779747,160075909
81924521,309876467
73966521,259905450
36058886,27679262
114283742,131638136
45514873,318131501
122388121,114446500
127437161,261902407
103922137,3875085
110437472,272106181
24625325,194606994
42407685,231919094
57248501,27108256
68985908,266646042
29986996,163240344
14238614,160840477
32350300,354648199
129873757,89654611
34442641,245214346
90251602,120050765
118356281,119456834
88945335,206653563
99820815,114488701
121971087,52076961
102036262,139833116
132321221,121974615
23137309,277698638
22153508,386213145
123001606,109832044
65961855,31828034
102168278,266181097
135861598,168630681
13201221,387373714
31222716,123378269
33406584,299344650
50660286,371851196
75883654,328435561
12866931,235621893
10249768,295153853
13201221,280090457
77845023,284998686
28806122,114479417
101770415,43598476
62007671,219329551
70486234,36882892
6884739,305991044
135187545,244277691
20964170,394946398
64614030,229091794
101534361,368666210
110734521,58782846
13836813,287218433
63246489,9193330
133680584,132371184
46179048,151332464
110849747,87041635
139592313,206964685
91504246,150512991
107377446,117580336
137385958,185919264
60559051,136142860
90689083,295383707
106507776,27118850
46338408,317240333
103266000,290534053
13872334,224949056
141712457,173417245
76939979,180256772
45612771,163050937
88999753,249090682
90684505,228075498
47248096,52315370
103038630,292807126
47248096,221061092
81111086,244761168
6396227,229643789
66179672,180546202
123191883,30363439
114221936,270105676
8562010,373738127
46550020,85362911
115540691,170217957
51049051,342264155
15709274,399354170
46576158,386174544
14417361,184768237
52110227,385102160
41318851,380334907
88999753,279711487
127524049,137047972
52103664,49644913
60859166,103429890
79614874,356059460
28639853,359730707
20944176,199169335
105266148,347955952
117578798,323524710
3577313,109354798
78064816,48890489
75131016,147765235
131396587,384811362
82255365,338949544
29326716,140555683
137107726,19145020
88250977,304262891
116258080,315086562
55667626,364509884
106329860,70086321
119949716,117692929
96356617,305372100
13758285,285058929
44037373,144158243
10149605,183538878
69151720,357106059
103336492,70861461
116006674,34379668
107368671,91360855
110313549,2963258
52132931,23408725
60936059,18317385
98084033,55501625
120855917,232243015
26869643,39722076
29986996,291033899
31943943,203944503
118800259,222518508
6812814,144765402
77443046,359388445
24139240,216585852
14543753,193076760
97173907,355534473
104418174,95567140
120329032,220392398
23038853,152889288
88999753,160877842
83589880,208708417
54559085,145551807
22560823,19216488
138524216,169319328
37019520,205479946
91177870,314053276
123575075,350198697
127437161,222200826
138003090,331434749
90414084,403756494
66420329,62100854
70486234,268010027
133240213,18897375
110437894,356458200
57664277,18806996
