user_id,item_id
138140237,254186576
116324656,67303001
57105532,368405508
114008857,303552604
29881921,122844422
41318851,376269284
111240351,3018435
24625325,48976143
85296442,206089013
94290427,66728841
132231447,128023839
75648334,178097338
23501761,242982274
122131736,222428649
27411600,17868574
119938369,2971833
52525317,220665629
96079462,908996
111497529,233553504
106586433,142785046
20947444,307207500
140780237,258610992
139756567,19951970
117956367,168864072
33470115,246120781
127009117,169852952
21322266,246600035
88231861,226205695
138283135,944279
141780635,136430172
29113883,257995604
38965513,256013269
88538921,137477721
126925524,229272996
30963780,187346211
20853047,218415667
90792846,1409751
39395202,311641056
69246472,283112555
118648150,267639523
92318081,42041806
74340565,195678280
84916776,340078223
132315137,51852736
117044327,64787521
29898034,199793976
65215006,137199102
33940605,297697461
303013,278639178
138072562,247758422
52808446,147271967
121548999,210997784
21023173,164585207
82604847,218052153
29217415,40522625
94628165,342264569
31309091,178420650
25678919,367139467
73303243,234780852
30079563,149912847
45514873,320538654
80332039,89936633
52957351,93533695
75648334,363211758
54788662,9510510
23923497,242197991
25756303,289839692
13630759,333463930
26917106,155669986
2887948,225851436
112133723,400242966
95885873,250116667
45514873,380984399
99781237,48426430
120725407,288612181
106083110,130843827
129077923,82123828
87732841,342736037
85922732,327000382
118352761,189305667
92979905,5232532
47248096,346794151
30080377,160197408
109002193,9929516
5187945,60824383
12027609,69659545
24625325,82000913
98199141,324851937
30963780,197752798
113469201,263481788
24001750,403025890
96578339,47986142
24051953,156120832
50684235,25382467
46405869,264530449
135118073,365159570
90539396,361273998
47548482,97595091
102825286,358195534
65430299,127455289
81611585,169271762
84554441,222427826
80458455,62873038
135756066,29931186
88927446,355769561
121194621,102318434
30080377,332032363
62336318,391113905
56592437,287980216
117916111,307717059
75971112,389592892
137204928,50435961
86530795,101895470
79046175,54110435
68517256,216584635
75888387,69527012
122131736,129277645
121853494,169342049
88033835,321902159
119278510,159209095
70351058,207923204
21406678,403803036
44810785,102476091
127009117,129760584
109355858,316848001
67849399,296208392
98199141,287753719
74209995,307876875
136482450,403524750
28926235,263287218
25742135,178147700
15019848,393779493
95685017,199564343
64519524,13512014
29431939,400132677
108676682,115675729
24625325,325590104
45612771,181163457
129583911,355678855
140780237,379261907
25423470,308290693
34702432,66452909
15327099,278995815
108527493,76361589
134259827,135190371
7780072,292908296
83173347,237226173
94524054,246533474
103936681,64505448
141780635,360646189
57502610,58654275
81221270,368707772
122129755,314445640
