user_id,item_id
116324656,67303001
25142712,139670114
111240351,3018435
24625325,48976143
75377193,70535120
44443335,161588940
88999753,244438112
38965513,256013269
29433147,335353184
92318081,42041806
84916776,340078223
15709274,289462964
19658853,289738065
9573620,8718185
118117975,370222118
95482704,310399308
109002193,9929516
33245877,36074923
46405869,264530449
82539272,63986874
24045086,338124992
81611585,169271762
84760261,96071783
86530795,101895470
25215291,21832653
75888387,69527012
84934689,160591334
64519524,13512014
76550636,154609878
108527493,76361589
82804754,391247620
57502610,58654275
122129755,314445640
33918143,287453680
106605165,333451876
139473011,237307495
7956207,393826449
66179672,37551303
13608785,110560625
89358432,49431032
36034193,47092694
16716001,129575293
1902324,362760008
50871193,64587434
33406584,224886727
132958679,249342260
82524017,203812582
48213081,298449622
78391784,22320397
117274933,286830911
93563618,157822387
108871998,132934351
38915660,15839104
64076866,377807378
57074474,175813216
80458455,55207351
117765542,184020296
134243691,61892899
55532702,122860274
6303684,16015632
38965513,48976143
20964170,50105251
103664180,184357972
100973258,55774929
90684505,8086823
39619583,126955906
78328095,54020175
96253403,69595781
116006674,134999585
101025770,77530254
85897088,72417831
46476731,215496820
96079462,364841251
30872855,335288604
47248096,168616537
74986748,130689055
90785350,361424483
48670109,202743095
70351058,131910949
101461439,331636890
88865653,370823006
112487640,49575315
43865915,179387212
88999753,317414966
26401619,184076259
132694468,394988505
105100646,342152581
31597340,98853594
71085945,51400948
46610519,239132985
94057453,350126212
9746937,397079946
126992775,61514367
21447166,109395363
99411301,107157496
72016943,300828805
128781332,328969506
74760356,77252154
104811265,320823166
18913329,402702644
115374435,203536603
53008070,128117526
41017565,74711239
13836813,32013839
33984927,51140156
41566029,165081177
133178328,217143280
95839737,158515811
130739831,333394498
13758285,4185397
99693145,402450980
94945054,83898226
102020621,345071753
27686709,261388196
138737144,13674014
65822835,146177511
141247060,328695842
25406015,324224148
6884739,144501859
99228290,157969728
35284607,284370484
11845036,304514263
78779010,79622928
77845023,363721035
53008070,166331074
1963813,316611968
115368454,15121249
51059755,158622139
120752720,35344913
120154530,178479076
16860047,105615917
121516655,182083258
128476994,114608058
42085231,278693042
25742135,363202023
134799207,173132211
89430548,55116098
25142712,278464707
37305183,130127868
87810699,222581225
17377868,298581230
129646723,165433364
132984253,358422938
59194752,285944860
7546392,374253587
79690063,46909878
21468446,218962809
2887948,44834325
48401069,31010327
15040272,292982990
98750356,126568315
21824858,328522078
127813943,144266980
16687895,80699367
139592313,37669163
112148363,106779946
131743040,404470068
46179048,216777295
70500246,193559888
98623730,172174205
33770972,49259845
64519524,396287111
29705032,351545300
4710740,56745236
59096829,370051033
65080988,178479076
127437161,400553363
81611585,327988168
109002193,361993020
101770415,59259542
75441631,48206634
95685017,199564343
88999753,299517363
16716001,333866800
67849399,269784805
16096940,162468933
123063109,222071223
17258875,290412206
88287026,244962601
33359405,362972875
68352416,45824473
128521783,49828279
142128942,167912696
91087067,254131080
125311481,384564358
127654834,29077681
124686576,141322580
122818954,24527220
28806122,306577024
95302244,241291577
48023394,34870368
128781332,73562644
50871193,88497897
77044248,335211669
7815258,317191119
47410940,133063975
83121238,138291036
103274179,223623862
116232438,170474330
30080377,28474675
55507721,9847125
99693145,120462908
84420056,53748698
87617928,300452322
79046175,34857689
50206606,262413892
87349767,357233581
14759347,226222386
139997649,155181245
103523811,278222188
88666055,218001914
68193194,178214056
27649225,315503602
29927052,256511826
78522957,154046967
106383829,193373868
58122881,208419525
93200747,41993273
16851866,186677034
116730636,313361015
11675940,84691592
123829617,261902407
107174628,312225480
47248096,269676791
6884739,273129757
75808886,234064987
50943011,253667993
25756303,227436563
40711894,207603873
37711820,233216044
39324037,178999607
122740449,32092715
27707442,274391344
10746592,131439585
63902611,62615314
66393587,154696185
24625325,335636802
78655643,264571192
132989425,32034715
31861871,359867140
117112100,393125138
79690063,364845169
88999753,171668869
104841708,271537677
127098592,345382950
111786935,237223662
107368671,349000290
135460068,268483080
52103664,177842912
83584406,218018166
21824858,31950218
135293101,240905968
11706685,203516323
2616976,399907142
128580091,65158727
142048623,297374322
81748621,104442150
57834315,28724846
22626502,390837023
103957530,260252992
125819717,116241461
57074474,36848525
56790163,395013293
60248227,187194594
44961770,267835221
72640602,144399664
87385056,115851340
99411301,168540833
113186488,188460163
40142355,33828590
127437161,82837820
45733404,227401297
132694468,186272040
122462305,90159161
134294014,375385625
81611585,157591690
57815793,99767157
89505491,184229863
88865653,17749452
12027609,158035338
94096435,321568977
87658501,232084613
847362,393826449
132509354,333241165
78027293,120655471
74986748,231598683
117112100,283624267
128289511,127869736
77687300,76934590
15000678,176053526
38973173,274889593
84760261,348261654
135187545,351415844
44247352,335924284
83346092,387651852
8445368,42041806
21562611,118229769
20597490,102246208
116944704,351339729
1577314,193041760
91603409,104659617
113922474,63609331
86017186,384347622
136294636,249273667
114008857,255599601
34702432,112087841
97811342,180790005
50322291,360666249
21217939,267659164
135015170,139240028
37420600,164184837
70049770,246069875
60175632,32112008
32958231,334196900
45514873,327614985
18883390,23821935
76786143,74163786
45514873,337915488
135187545,300088876
61975328,74408171
19318050,369510792
88999753,256076502
104794506,36121636
137284530,43646093
137974537,283122993
68516560,358400214
120159915,331982264
77822835,49598298
42085231,301913844
132958679,345336780
113443146,3921077
17258875,379975276
86369786,55124325
88999753,8658848
88679022,247179671
125042644,149651575
29433147,179056644
16096940,322867755
33406584,262706080
92954093,18963151
14417361,336173156
20944176,34371030
101429765,31536087
20847463,186150635
40711894,286173066
108871998,312775072
88999753,80136172
44037373,216487487
45733404,202060937
94542574,326271489
126992775,220344387
94076145,318732637
102825286,149472585
68352416,286239638
41566029,95675587
44443335,203956785
137234632,181005837
87658501,188110769
90782781,188128279
31861871,360956510
21217939,25652723
87617928,312087619
123191883,389650936
41566029,251163060
90251602,182065552
24045086,184831890
126398497,252796831
88980512,140983620
52525317,370521041
13836813,70458337
77252588,242939084
89831528,181810570
26622553,144719331
60175632,181608743
81070130,127739289
9268397,391215900
5694160,108711410
73462522,402515915
60059149,218922833
47035700,212736228
71636940,391449975
106586433,140479593
74645093,240902755
62772711,153270238
125615177,364219224
65160969,58654275
75824701,9507773
17258875,13587859
81143356,379180297
35254146,181731805
45612771,125234926
103523811,264888034
95869367,58030746
121777817,132117273
95244312,256031941
129235708,88322370
12060279,252371013
87088035,156289525
109002193,173103796
101955475,169769257
103936681,37546073
5694160,136795227
124027686,286927278
88927446,232307934
136754847,341298809
112503956,83153101
26678305,377598318
30080377,292285738
45820472,168710295
90621059,53285530
128476994,344734417
36287818,297374322
88865653,216487487
107034437,372247370
108287275,137344270
54276328,304380875
79690063,68739682
17967304,96576369
87658501,356433747
83589880,138828827
45514873,126540895
81270790,150272713
27554753,21098948
95244312,310802009
1376538,233004231
44221621,188828970
100256849,376305746
99411301,49263486
96672008,186361087
101770415,198121665
74645093,55343726
76777269,334627141
14419615,245031582
121262971,320401004
60894054,48879796
129022531,111033754
18379814,326257303
49338328,293905350
132694468,302568532
77815658,266109974
49755294,162504573
16043768,365906603
26194174,232972539
111665868,254322461
129873757,96222112
120604262,356533433
88999753,193015704
40330673,230313786
116632562,173765300
29888146,210902239
10763222,386554475
17374737,152104963
121641264,298581230
119536261,71748235
18601265,38398359
12399556,158454340
57099574,53850157
742065,381670065
57834315,57507474
71251121,205723604
76939979,31708441
35254146,31216987
99411301,346427534
117674807,283821171
33217959,55261871
24644686,310075094
140909558,389579056
65105058,37834513
31597340,328828350
124390412,102082159
21217939,294790603
5485673,197297815
64519524,396643897
38487066,249971893
67898761,8112120
142204924,211878704
17665940,45602860
133968486,118818393
59660782,188601568
59194752,200915903
117517120,173193109
136843553,116243582
47035700,249443006
109002193,4582104
44037373,266672724
131554806,59029539
89505491,31536087
81924521,309876467
73966521,259905450
127479589,122913716
36445695,312585021
36058886,27679262
114283742,131638136
45514873,318131501
122388121,114446500
127437161,261902407
41566029,72803875
103922137,3875085
110437472,272106181
24625325,194606994
42407685,231919094
74645093,290103636
