user_id,item_id
52525317,220665629
9573620,8718185
133296696,235910404
46405869,264530449
21406678,403803036
110047109,262374672
132958679,249342260
29036383,86582608
117765542,184020296
32203843,353118241
136478664,168630681
140671079,8700292
3160569,152188726
88999753,317414966
13836813,32013839
11845036,304514263
120752720,35344913
120154530,178479076
25142712,278464707
10029139,74913106
46179048,216777295
65080988,178479076
60112819,341252847
88999753,299517363
16716001,333866800
103266000,386846301
7815258,317191119
68193194,178214056
27649225,315503602
48849510,301417022
11675940,84691592
37711820,233216044
121420532,165681644
66393587,154696185
81756097,125893409
45733404,227401297
135289457,178479076
78235318,240153154
77687300,76934590
21562611,118229769
1577314,193041760
135015170,139240028
68516560,358400214
136478664,321391811
60539627,287948361
14417361,336173156
17175521,66769042
52655107,285533673
44037373,216487487
45733404,202060937
46010609,292260795
13836813,70458337
26622553,144719331
74645093,240902755
95244312,256031941
65087297,355128098
88865653,216487487
18379814,326257303
105875466,205946645
10763222,386554475
42218109,208708417
13817717,38843317
76939979,31708441
35254146,31216987
109002193,4582104
44037373,266672724
48849510,195827918
62969316,358364989
73966521,259905450
29986996,163240344
32350300,354648199
88945335,206653563
3263428,210661447
135861598,168630681
13201221,280090457
77142272,188872446
92468821,118569873
101534361,368666210
16409419,355158931
110734521,58782846
63246489,9193330
139592313,206964685
137385958,185919264
60559051,136142860
47248096,52315370
112462747,43266089
91692671,250976736
8562010,373738127
28204658,359914953
88999753,279711487
60859166,103429890
28639853,359730707
82255365,338949544
6592065,73738076
75291561,350593489
48385214,398877632
60936059,18317385
120855917,232243015
29986996,291033899
31943943,203944503
52655107,19433249
14543753,193076760
83589880,208708417
54559085,145551807
70486234,268010027
57664277,18806996
49512453,169839163
100896290,390350492
29986996,55970516
23806494,33996798
24473987,164744187
74552997,123236626
15657391,256880039
77845023,224160095
64712283,332298003
60112819,180364704
57728595,143550576
63246489,385246124
120140291,170132574
101955475,344025653
108871998,254098199
97291358,50477918
79557421,118110227
55468330,274883490
128781332,344709678
104418174,197391195
88999753,35356444
119389169,21712937
67878902,164078543
33470115,143550576
25990178,390698888
111786935,36267082
41566029,190662284
35881288,68952014
57966099,255831743
51969859,159990052
122462305,308914074
29986996,139344467
97391321,98233747
114719627,20595795
134884808,190272103
87351617,239020654
107220228,360496027
50651876,261862158
25329794,1853067
29716977,115800987
70072485,13060176
121704401,188781344
103266000,8700292
50638305,23063407
88999753,109696284
120752720,8119162
4573013,175350566
112037904,134513264
83781429,117697368
78328095,221433874
9573620,178214056
111497529,337439588
44806939,308859260
121357428,399985148
121498660,7281030
139473011,318192808
34453652,190272103
3914310,380436251
32562103,397032134
44248133,97304385
126992775,52315370
133088851,86202846
100973258,198272714
78779010,287248673
76130800,201345854
88999753,106843433
107983684,19625757
55021707,34538460
56790163,137717032
88980512,400360739
131494546,223768800
62124329,250976736
112037904,390698888
59194752,211922635
4601466,7001753
52625459,336173156
40390023,68379127
20903813,145108925
89885556,323015376
38088521,79726941
7857305,322829199
86107124,32013839
112037904,165037222
51666038,284888007
74373659,104535680
2887948,273721517
138498478,308859260
34174102,359914953
131096833,201345854
138793462,137717032
17967304,315503602
70072485,304514263
108871998,372224837
77339861,202060937
23806494,19705059
46102349,91208690
38645842,148953490
44443335,188781344
74777654,152449005
75235204,195737660
116369265,9943762
59244307,341252847
24356634,164744187
18117036,69212574
23806494,94567594
114859130,338949544
131682069,31545359
128781332,79858330
95839737,354648199
88999753,232480558
33685148,160052873
64076866,356713657
48849510,313976060
87837648,57582047
95685017,200634526
44961770,301417022
27649225,262496064
78257174,110720826
35442441,371916642
17967304,196826425
79603335,159007177
16043768,397316451
12060279,118196871
104135842,326159267
87617928,276472321
123829617,271306551
360451,375766624
79715561,286636012
88196998,94797319
108875901,321101194
108871998,195737660
91508901,158495009
136108072,393323483
99652355,18317385
20847463,12103492
25142712,89342769
88612821,169688921
86723144,231554003
28831493,216777295
23506974,385246124
31751984,263551914
116459056,355616379
37476456,33299327
2887948,28479466
22466822,48154126
121641264,338949544
51578997,118196871
108875901,353118241
56462249,284888007
60831243,379628301
26916485,88853313
11208268,154696185
99383633,153887132
46010609,279711487
69113799,356196585
6303684,21210920
50638305,382019810
84766191,78684003
32369117,98233747
100001878,81346030
80485189,308582111
43801317,280545612
